id,category,difficulty,run,prompt,response,expected,correct,confidence,latency_ms,success
6,sentiment,3,1,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""The movie wasn't bad, but I've seen better.""

Answer concisely with just the answer, no explanation.
Answer:",negative,neutral,0,0.0,2501.542599995446,True
6,sentiment,3,2,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""The movie wasn't bad, but I've seen better.""

Answer concisely with just the answer, no explanation.
Answer:",negative,neutral,0,0.0,2454.0599000029033,True
7,sentiment,3,1,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""I guess the product works fine, nothing special though.""

Answer concisely with just the answer, no explanation.
Answer:",neutral.,neutral,1,1.0,2541.540399994119,True
7,sentiment,3,2,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""I guess the product works fine, nothing special though.""

Answer concisely with just the answer, no explanation.
Answer:",negative,neutral,0,0.0,2544.633600002271,True
8,sentiment,3,1,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""Well, that's one way to handle the situation...""

Answer concisely with just the answer, no explanation.
Answer:",negative,negative,1,1.0,2638.787100004265,True
8,sentiment,3,2,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""Well, that's one way to handle the situation...""

Answer concisely with just the answer, no explanation.
Answer:",negative,negative,1,1.0,2424.030500005756,True
9,sentiment,3,1,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""The hotel was decent for the price we paid.""

Answer concisely with just the answer, no explanation.
Answer:",neutral.,neutral,1,1.0,2565.625299997919,True
9,sentiment,3,2,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""The hotel was decent for the price we paid.""

Answer concisely with just the answer, no explanation.
Answer:",neutral,neutral,1,1.0,2526.0436999960802,True
10,sentiment,3,1,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""Not my favorite, but my kids seemed to enjoy it.""

Answer concisely with just the answer, no explanation.
Answer:",neutral,neutral,1,1.0,2581.1918000035803,True
10,sentiment,3,2,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""Not my favorite, but my kids seemed to enjoy it.""

Answer concisely with just the answer, no explanation.
Answer:",neutral,neutral,1,1.0,2684.476000002178,True
11,sentiment,3,1,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""Oh great, another meeting that could have been an email.""

Answer concisely with just the answer, no explanation.
Answer",negative,negative,1,1.0,2474.062100001902,True
11,sentiment,3,2,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""Oh great, another meeting that could have been an email.""

Answer concisely with just the answer, no explanation.
Answer",negative,negative,1,1.0,2528.2193000020925,True
12,sentiment,3,1,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""The restaurant was empty for a reason, as we soon discovered.""

Answer concisely with just the answer, no explanation.
A",negative,negative,1,1.0,2606.168800004525,True
12,sentiment,3,2,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""The restaurant was empty for a reason, as we soon discovered.""

Answer concisely with just the answer, no explanation.
A",negative,negative,1,1.0,2430.097799995565,True
13,sentiment,3,1,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""I'm sure the designer tried their best with what they had.""

Answer concisely with just the answer, no explanation.
Answ",neutral,negative,0,0.0,2546.885999996448,True
13,sentiment,3,2,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""I'm sure the designer tried their best with what they had.""

Answer concisely with just the answer, no explanation.
Answ",neutral.,negative,0,0.0,2598.9832999985083,True
14,sentiment,3,1,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""What a surprise to find such quality at this establishment.""

Answer concisely with just the answer, no explanation.
Ans",positive,positive,1,1.0,2571.2948000000324,True
14,sentiment,3,2,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""What a surprise to find such quality at this establishment.""

Answer concisely with just the answer, no explanation.
Ans",positive,positive,1,1.0,2429.350799997337,True
15,sentiment,3,1,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""The presentation was certainly... memorable.""

Answer concisely with just the answer, no explanation.
Answer:",neutral,negative,0,0.0,2555.3186000033747,True
15,sentiment,3,2,"Here are some examples:

Example 1:
Question: The service was terrible and the food was cold.
Answer: negative

Example 2:
Question: I had an amazing time at the concert!
Answer: positive

Example 3:
Question: The weather today is partly cloudy.
Answer: neutral

Now answer this question:
Question: What is the sentiment of this text? Options: positive, negative, neutral. Text: ""The presentation was certainly... memorable.""

Answer concisely with just the answer, no explanation.
Answer:",neutral,negative,0,0.0,2443.218699998397,True
16,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A store offers 30% off, then an additional 20% off the sale price. What is the total percentage discount from the original price?

Answer concisely with just the answer, no explanation.
Answer:",48%,44,0,0.0,2660.6002999978955,True
16,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A store offers 30% off, then an additional 20% off the sale price. What is the total percentage discount from the original price?

Answer concisely with just the answer, no explanation.
Answer:",54%,44,0,0.0,2546.003399998881,True
17,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: If a clock loses 15 minutes every hour, what time will it show after 4 real hours if it started at 12:00?

Answer concisely with just the answer, no explanation.
Answer:",11:15.,1:00,0,0.0,2597.449000000779,True
17,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: If a clock loses 15 minutes every hour, what time will it show after 4 real hours if it started at 12:00?

Answer concisely with just the answer, no explanation.
Answer:",9:45.,1:00,0,0.0,2621.0118000017246,True
18,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A boat travels upstream at 8 km/h and downstream at 12 km/h. What is the speed of the current?

Answer concisely with just the answer, no explanation.
Answer:","Since the question asks for the speed of the current but only provides speeds in relation to the boat's movement (upstream and downstream), we can't calculate it directly.

However, if we consider the formula: Speed = Distance / Time or Speed = Speed of Boat ± Speed of Current

We know the boat travels at 8 km/h upstream and 12 km/h downstream. Let's assume the speed of the current is 'C'. 

When traveling upstream, the effective speed would be 8 - C
When traveling downstream, the effective spee",2,0,0.0,5885.153700000956,True
18,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A boat travels upstream at 8 km/h and downstream at 12 km/h. What is the speed of the current?

Answer concisely with just the answer, no explanation.
Answer:",5 km/h.,2,0,0.0,2509.1981000005035,True
19,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: Two candles of equal length burn at different rates. One burns in 4 hours, the other in 6 hours. After how many hours will one be twice the length of the other?

Answer concisely with just the answer, no explana",12,3,0,0.0,2584.059699998761,True
19,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: Two candles of equal length burn at different rates. One burns in 4 hours, the other in 6 hours. After how many hours will one be twice the length of the other?

Answer concisely with just the answer, no explana",8,3,0,0.0,2410.8686999970814,True
20,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A ladder leans against a wall. The foot is 6 meters from the wall and reaches 8 meters up. How long is the ladder?

Answer concisely with just the answer, no explanation.
Answer:","I can solve this problem using the Pythagorean theorem. 

Let's call the length of the ladder 'c'. We know that the distance from the foot of the ladder to the wall (6 meters) is one leg of a right triangle, and the height it reaches up the wall (8 meters) is the other leg. The hypotenuse of this triangle is the ladder itself.

Using the Pythagorean theorem: c² = 6² + 8²
c² = 36 + 64
c² = 100
c = √100
c = 10

The length of the ladder is 10 meters.",10,1,1.0,4834.385200003453,True
20,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A ladder leans against a wall. The foot is 6 meters from the wall and reaches 8 meters up. How long is the ladder?

Answer concisely with just the answer, no explanation.
Answer:","I can't provide an exact length for the ladder using the given information because it involves using the Pythagorean theorem to find the hypotenuse of a right-angled triangle.

However, I can tell you that without additional information or clarification, it's not possible to determine the exact length of the ladder.",10,1,1.0,3511.6015000021434,True
21,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: If you write all integers from 1 to 100, how many times do you write the digit 9?

Answer concisely with just the answer, no explanation.
Answer:",90.,20,0,0.0,2508.8475000011385,True
21,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: If you write all integers from 1 to 100, how many times do you write the digit 9?

Answer concisely with just the answer, no explanation.
Answer:",19,20,0,0.0,2513.6410999984946,True
22,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A store sells notebooks for $3 each. If you buy 4 notebooks and pay with a $20 bill, how much change do you get?

Answer concisely with just the answer, no explanation.
Answer:",$8,8,1,1.0,2609.476999998151,True
22,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A store sells notebooks for $3 each. If you buy 4 notebooks and pay with a $20 bill, how much change do you get?

Answer concisely with just the answer, no explanation.
Answer:",$6,8,0,0.0,2610.367400004179,True
23,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: If a train travels 60 miles per hour for 2.5 hours, how many miles does it travel?

Answer concisely with just the answer, no explanation.
Answer:",90,150,0,0.0,2539.9498000042513,True
23,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: If a train travels 60 miles per hour for 2.5 hours, how many miles does it travel?

Answer concisely with just the answer, no explanation.
Answer:",75,150,0,0.0,2435.3111000018544,True
24,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: John has 24 cookies. He gives 1/3 to his sister and eats 4 himself. How many cookies are left?

Answer concisely with just the answer, no explanation.
Answer:",19,12,0,0.0,2599.775700000464,True
24,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: John has 24 cookies. He gives 1/3 to his sister and eats 4 himself. How many cookies are left?

Answer concisely with just the answer, no explanation.
Answer:",19,12,0,0.0,2574.819399997068,True
25,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A shirt originally costs $40. It's on sale for 25% off. What is the sale price?

Answer concisely with just the answer, no explanation.
Answer:",$30,30,1,1.0,2623.397700001078,True
25,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A shirt originally costs $40. It's on sale for 25% off. What is the sale price?

Answer concisely with just the answer, no explanation.
Answer:",$30.,30,1,1.0,2619.95300000126,True
26,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: If 5 workers can build a wall in 8 days, how many days would it take 10 workers?

Answer concisely with just the answer, no explanation.
Answer:",56.,4,0,0.0,2595.0452999968547,True
26,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: If 5 workers can build a wall in 8 days, how many days would it take 10 workers?

Answer concisely with just the answer, no explanation.
Answer:",48,4,0,0.0,2448.491199997079,True
27,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A rectangle has a length of 12 cm and width of 8 cm. What is its perimeter?

Answer concisely with just the answer, no explanation.
Answer:",48,40,0,0.0,2540.6593999941833,True
27,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A rectangle has a length of 12 cm and width of 8 cm. What is its perimeter?

Answer concisely with just the answer, no explanation.
Answer:",48,40,0,0.0,2568.9165000003413,True
28,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: You score 85, 92, and 78 on three tests. What is your average score?

Answer concisely with just the answer, no explanation.
Answer:",71,85,0,0.0,2631.1397000026773,True
28,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: You score 85, 92, and 78 on three tests. What is your average score?

Answer concisely with just the answer, no explanation.
Answer:",83,85,0,0.0,2439.551000003121,True
29,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A tank is 1/3 full. After adding 40 liters, it becomes 2/3 full. What is the tank's total capacity?

Answer concisely with just the answer, no explanation.
Answer:",240,120,0,0.0,2556.1664999986533,True
29,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A tank is 1/3 full. After adding 40 liters, it becomes 2/3 full. What is the tank's total capacity?

Answer concisely with just the answer, no explanation.
Answer:",240,120,0,0.0,2486.9324999963283,True
30,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: If the price of an item increases by 20% and then decreases by 20%, what is the net percentage change?

Answer concisely with just the answer, no explanation.
Answer:",0%,-4,0,0.0,2557.6657999990857,True
30,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: If the price of an item increases by 20% and then decreases by 20%, what is the net percentage change?

Answer concisely with just the answer, no explanation.
Answer:",0%,-4,0,0.0,2545.8857999983593,True
31,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A car travels the first half of a journey at 40 mph and the second half at 60 mph. What is the average speed for the entire journey?

Answer concisely with just the answer, no explanation.
Answer:",48,48,1,1.0,2588.032400002703,True
31,math,3,2,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: A car travels the first half of a journey at 40 mph and the second half at 60 mph. What is the average speed for the entire journey?

Answer concisely with just the answer, no explanation.
Answer:",50,48,0,0.0,2500.4887000031886,True
32,math,3,1,"Here are some examples:

Example 1:
Question: If a book costs $12 and you buy 3, how much do you spend?
Answer: 36

Example 2:
Question: What is 15 plus 27?
Answer: 42

Example 3:
Question: If you have 20 cookies and eat 8, how many remain?
Answer: 12

Now answer this question:
Question: Three pipes can fill a tank in 6, 8, and 12 hours respectively. How long to fill the tank if all three pipes are open?

Answer concisely with just the answer, no explanation.
Answer:",18 hours.,2.67,0,0.0,2577.2157999963383,True
